source,text
llm,"the speaking of tongues and other miracles that the apostles did back then, according to Acts, chapter 1 and on...was going to be cut off, no more of that...so if today someone speaks in tongues, and argues to have the holy spirit of God, Is really a Demons what he or she has in it...so be carefull and get away from it..."
yahoo,"I think I would try harder to listen to what other,smarter, more stable and more spiritual people had to say EARLIER than I did!! My life sure would have turned out easier sooner if I had!!"
llm,"I think I would try harder to listen to what other,smarter, more stable and more spiritual people had to say EARLIER than I did!! My life sure would have turned out easier sooner if I had!!"
yahoo,"It is much more comfortable to be mad and know it, than to be sane and have doubts."
llm,"It is much more comfortable to be mad and know it, than to be sane and have doubts."
yahoo,"Doctors will probably tell you not to quit cold turkey, but I had no problems."
llm,"Doctors will probably tell you not to quit cold turkey, but I had no problems."
yahoo,You can buy a hoe. They go for roughly free.
llm,You can buy a hoe. They go for roughly free.
yahoo,"there are four ...\\\\n\\\\n::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::\\\\n\\\\n- Asked Congress for a $400 million increase in the Federal Building Program \\\\n\\\\n- Directed the Department of Commerce to establish a Division of Public Construction in December 1929 \\\\n\\\\n- Increased subsidies for ship construction through the Federal Shipping Board \\\\n\\\\n- Urged the state governors to also increase their public works spending, though many failed to take any action.\\\\n\\\\n:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::\\\\n\\\\n\\\\nfor more info\\\\nhttp://en.wikipedia.org/wiki/Herbert_Hoover#Presidency_1929-1933"
llm,"there are four ...\\\\n\\\\n::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::\\\\n\\\\n- Asked Congress for a $400 million increase in the Federal Building Program \\\\n\\\\n- Directed the Department of Commerce to establish a Division of Public Construction in December 1929 \\\\n\\\\n- Increased subsidies for ship construction through the Federal Shipping Board \\\\n\\\\n- Urged the state governors to also increase their public works spending, though many failed to take any action.\\\\n\\\\n:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::\\\\n\\\\n\\\\nfor more info\\\\nhttp://en.wikipedia.org/wiki/Herbert_Hoover#Presidency_1929-1933"
yahoo,"I like what you said.\\\\n\\\\nMay God richly bless you and yours,\\\\n\\\\nAdyghe C."
llm,"I like what you said.\\\\n\\\\nMay God richly bless you and yours,\\\\n\\\\nAdyghe C."
yahoo,"Tell her how you feel and see what she has to say. It could be that she's under stress or is really busy. If there's truth in your feeling about her not liking you, she'll let you know. If you don't want to talk to her about it, just be up front and honest. Either way you will get a response from her."
llm,"Tell her how you feel and see what she has to say. It could be that she's under stress or is really busy. If there's truth in your feeling about her not liking you, she'll let you know. If you don't want to talk to her about it, just be up front and honest. Either way you will get a response from her."
yahoo,"http://www.chucksconnection.com/tips.html\\\\n\\\\nAccording to this website:\\\\n""Do not use a bleach or any washing compound containing a bleaching agent as it will decrease the tensile strength of the fabric. \\\\nIt is perfectly safe to use a mild soap and water solution to wash out dirt and at the same time reduce the effect of perspiration absorption. The shoes can be put in a washing machine if desired. (note that this may dilute the color of the canvas, especially bright and dark colors) \\\\nAfter washing, the shoes should be dried at normal temperature away from excessive heat such as stoves or steam pipes. Do not dry shoes in automatic dryers. \\\\nA liquid chalk-type shoe cleaner is recommended for whitening shoes. \\\\nA wet sponge or cleaning cloth with a little soap if desired can quickly clean up dirt or spills on your toe caps or rubber foxing on the sides of your shoes."""
llm,"http://www.chucksconnection.com/tips.html\\\\n\\\\nAccording to this website:\\\\n""Do not use a bleach or any washing compound containing a bleaching agent as it will decrease the tensile strength of the fabric. \\\\nIt is perfectly safe to use a mild soap and water solution to wash out dirt and at the same time reduce the effect of perspiration absorption. The shoes can be put in a washing machine if desired. (note that this may dilute the color of the canvas, especially bright and dark colors) \\\\nAfter washing, the shoes should be dried at normal temperature away from excessive heat such as stoves or steam pipes. Do not dry shoes in automatic dryers. \\\\nA liquid chalk-type shoe cleaner is recommended for whitening shoes. \\\\nA wet sponge or cleaning cloth with a little soap if desired can quickly clean up dirt or spills on your toe caps or rubber foxing on the sides of your shoes."""
yahoo,"I don't see what the problem is.......... go for it. Your best friend cna't get mad at you after all they are with your ex, what's the difference."
llm,"I don't see what the problem is.......... go for it. Your best friend cna't get mad at you after all they are with your ex, what's the difference."
yahoo,That could pose a problem. You should call the MSG ticket office to make sure your request is plausible.\\\\n\\\\nCall 212-465-6073 for the ticket office.
llm,That could pose a problem. You should call the MSG ticket office to make sure your request is plausible.\\\\n\\\\nCall 212-465-6073 for the ticket office.
yahoo,"Assuming you want to format (clear) the harddrive, the first thing you will need to do is create a boot disk.  Once you have the boot disc created you will beable to start the computer from the boot disc and then run the format program.\\\\n\\\\nMore specifically, if you have a windows disc (cd) you already have anything you need.  Simply pop in that cd, make sure the system starts from the cd drive (May have to alter BIOS settings to make this happen. Hitting f10 or some other key combination while the computer is starting will get you to the BIOS setting screen).  This should allow you to drop down to a dos prompt and from that prompt you can run the format. \\\\n\\\\nAlternately, if you have a windows cd or recovery cd, you could use it to do all the work for you.  Most of them will give you an option to do a destructive install which is basically a format and re-install of windows.  This might be the easiest option for you.\\\\n\\\\n\\\\nHope this helps."
llm,"Assuming you want to format (clear) the harddrive, the first thing you will need to do is create a boot disk.  Once you have the boot disc created you will beable to start the computer from the boot disc and then run the format program.\\\\n\\\\nMore specifically, if you have a windows disc (cd) you already have anything you need.  Simply pop in that cd, make sure the system starts from the cd drive (May have to alter BIOS settings to make this happen. Hitting f10 or some other key combination while the computer is starting will get you to the BIOS setting screen).  This should allow you to drop down to a dos prompt and from that prompt you can run the format. \\\\n\\\\nAlternately, if you have a windows cd or recovery cd, you could use it to do all the work for you.  Most of them will give you an option to do a destructive install which is basically a format and re-install of windows.  This might be the easiest option for you.\\\\n\\\\n\\\\nHope this helps."
